,correct_answer,Problem,Classifier,Classification,group_number,is_correct,aggregation,features,entity
398,3,MagicPotion,LDA,8,45,0,all_group,minFeatures,answer
399,3,MagicPotion,SVM,8,45,0,all_group,minFeatures,answer
400,3,MagicPotion,KNN,8,45,0,all_group,minFeatures,answer
401,3,MagicPotion,XGB,8,45,0,all_group,minFeatures,answer
402,3,MagicPotion,Stack,8,45,0,all_group,minFeatures,answer
403,3,MagicPotion,Vote_soft,8,45,0,all_group,minFeatures,answer
404,3,MagicPotion,Bag_KNN,8,45,0,all_group,minFeatures,answer
405,3,MagicPotion,LR,8,46,0,all_group,minFeatures,answer
406,3,MagicPotion,RF,8,46,0,all_group,minFeatures,answer
407,3,MagicPotion,LDA,8,46,0,all_group,minFeatures,answer
408,3,MagicPotion,SVM,8,46,0,all_group,minFeatures,answer
409,3,MagicPotion,KNN,8,46,0,all_group,minFeatures,answer
410,3,MagicPotion,XGB,1,46,0,all_group,minFeatures,answer
411,3,MagicPotion,Stack,8,46,0,all_group,minFeatures,answer
412,3,MagicPotion,Vote_soft,8,46,0,all_group,minFeatures,answer
413,3,MagicPotion,Bag_KNN,1,46,0,all_group,minFeatures,answer
414,3,MagicPotion,LR,8,47,0,all_group,minFeatures,answer
415,3,MagicPotion,RF,1,47,0,all_group,minFeatures,answer
416,3,MagicPotion,LDA,8,47,0,all_group,minFeatures,answer
417,3,MagicPotion,SVM,1,47,0,all_group,minFeatures,answer
418,3,MagicPotion,KNN,1,47,0,all_group,minFeatures,answer
419,3,MagicPotion,XGB,1,47,0,all_group,minFeatures,answer
420,3,MagicPotion,Stack,8,47,0,all_group,minFeatures,answer
421,3,MagicPotion,Vote_soft,1,47,0,all_group,minFeatures,answer
422,3,MagicPotion,Bag_KNN,1,47,0,all_group,minFeatures,answer
423,ACB,Pills,LR,ACB,48,1,all_group,minFeatures,answer
424,ACB,Pills,RF,ACB,48,1,all_group,minFeatures,answer
425,ACB,Pills,LDA,ABC,48,0,all_group,minFeatures,answer
426,ACB,Pills,SVM,ACB,48,1,all_group,minFeatures,answer
427,ACB,Pills,KNN,BAC,48,0,all_group,minFeatures,answer
428,ACB,Pills,XGB,ABC,48,0,all_group,minFeatures,answer
429,ACB,Pills,Stack,ABC,48,0,all_group,minFeatures,answer
430,ACB,Pills,Vote_soft,ABC,48,0,all_group,minFeatures,answer
431,ACB,Pills,Bag_KNN,BAC,48,0,all_group,minFeatures,answer
432,ACB,Pills,LR,ACB,49,1,all_group,minFeatures,answer
433,ACB,Pills,RF,ACB,49,1,all_group,minFeatures,answer
434,ACB,Pills,LDA,ACB,49,1,all_group,minFeatures,answer
435,ACB,Pills,SVM,ACB,49,1,all_group,minFeatures,answer
436,ACB,Pills,KNN,ACB,49,1,all_group,minFeatures,answer
437,ACB,Pills,XGB,ACB,49,1,all_group,minFeatures,answer
438,ACB,Pills,Stack,CBA,49,0,all_group,minFeatures,answer
439,ACB,Pills,Vote_soft,ACB,49,1,all_group,minFeatures,answer
440,ACB,Pills,Bag_KNN,ACB,49,1,all_group,minFeatures,answer
441,ACB,Pills,LR,ACB,50,1,all_group,minFeatures,answer
442,ACB,Pills,RF,ABC,50,0,all_group,minFeatures,answer
443,ACB,Pills,LDA,ACB,50,1,all_group,minFeatures,answer
444,ACB,Pills,SVM,ACB,50,1,all_group,minFeatures,answer
445,ACB,Pills,KNN,ABC,50,0,all_group,minFeatures,answer
446,ACB,Pills,XGB,ACB,50,1,all_group,minFeatures,answer
447,ACB,Pills,Stack,BAC,50,0,all_group,minFeatures,answer
448,ACB,Pills,Vote_soft,ACB,50,1,all_group,minFeatures,answer
449,ACB,Pills,Bag_KNN,ACB,50,1,all_group,minFeatures,answer
450,ACB,Pills,LR,ACB,51,1,all_group,minFeatures,answer
451,ACB,Pills,RF,ACB,51,1,all_group,minFeatures,answer
452,ACB,Pills,LDA,ACB,51,1,all_group,minFeatures,answer
453,ACB,Pills,SVM,ACB,51,1,all_group,minFeatures,answer
454,ACB,Pills,KNN,ACB,51,1,all_group,minFeatures,answer
455,ACB,Pills,XGB,ABC,51,0,all_group,minFeatures,answer
456,ACB,Pills,Stack,BCA,51,0,all_group,minFeatures,answer
457,ACB,Pills,Vote_soft,ACB,51,1,all_group,minFeatures,answer
458,ACB,Pills,Bag_KNN,ACB,51,1,all_group,minFeatures,answer
459,box1,SOKO2BOX,LR,box3,52,0,all_group,minFeatures,answer
460,box1,SOKO2BOX,RF,box3,52,0,all_group,minFeatures,answer
461,box1,SOKO2BOX,LDA,box3,52,0,all_group,minFeatures,answer
462,box1,SOKO2BOX,SVM,box3,52,0,all_group,minFeatures,answer
463,box1,SOKO2BOX,KNN,box1,52,1,all_group,minFeatures,answer
464,box1,SOKO2BOX,XGB,box3,52,0,all_group,minFeatures,answer
465,box1,SOKO2BOX,Stack,box5,52,0,all_group,minFeatures,answer
466,box1,SOKO2BOX,Vote_soft,box1,52,1,all_group,minFeatures,answer
467,box1,SOKO2BOX,Bag_KNN,box1,52,1,all_group,minFeatures,answer
468,box1,SOKO2BOX,LR,box1,53,1,all_group,minFeatures,answer
469,box1,SOKO2BOX,RF,box1,53,1,all_group,minFeatures,answer
470,box1,SOKO2BOX,LDA,box1,53,1,all_group,minFeatures,answer
471,box1,SOKO2BOX,SVM,box1,53,1,all_group,minFeatures,answer
472,box1,SOKO2BOX,KNN,box1,53,1,all_group,minFeatures,answer
473,box1,SOKO2BOX,XGB,box1,53,1,all_group,minFeatures,answer
474,box1,SOKO2BOX,Stack,box2,53,0,all_group,minFeatures,answer
475,box1,SOKO2BOX,Vote_soft,box1,53,1,all_group,minFeatures,answer
476,box1,SOKO2BOX,Bag_KNN,box1,53,1,all_group,minFeatures,answer
477,MM3,SOKOMM,LR,MM4,54,0,all_group,minFeatures,answer
478,MM3,SOKOMM,RF,MM3,54,1,all_group,minFeatures,answer
479,MM3,SOKOMM,LDA,MM4,54,0,all_group,minFeatures,answer
480,MM3,SOKOMM,SVM,MM4,54,0,all_group,minFeatures,answer
481,MM3,SOKOMM,KNN,MM3,54,1,all_group,minFeatures,answer
482,MM3,SOKOMM,XGB,MM3,54,1,all_group,minFeatures,answer
483,MM3,SOKOMM,Stack,MM3,54,1,all_group,minFeatures,answer
484,MM3,SOKOMM,Vote_soft,MM3,54,1,all_group,minFeatures,answer
485,MM3,SOKOMM,Bag_KNN,MM3,54,1,all_group,minFeatures,answer
486,MM3,SOKOMM,LR,MM4,55,0,all_group,minFeatures,answer
487,MM3,SOKOMM,RF,MM4,55,0,all_group,minFeatures,answer
488,MM3,SOKOMM,LDA,MM3,55,1,all_group,minFeatures,answer
489,MM3,SOKOMM,SVM,MM4,55,0,all_group,minFeatures,answer
490,MM3,SOKOMM,KNN,MM3,55,1,all_group,minFeatures,answer
491,MM3,SOKOMM,XGB,MM3,55,1,all_group,minFeatures,answer
492,MM3,SOKOMM,Stack,MM3,55,1,all_group,minFeatures,answer
493,MM3,SOKOMM,Vote_soft,MM3,55,1,all_group,minFeatures,answer
494,MM3,SOKOMM,Bag_KNN,MM3,55,1,all_group,minFeatures,answer
495,a2,Traveler,LR,a2,56,1,all_group,minFeatures,answer
496,a2,Traveler,RF,a2,56,1,all_group,minFeatures,answer
497,a2,Traveler,LDA,a2,56,1,all_group,minFeatures,answer
498,a2,Traveler,SVM,a2,56,1,all_group,minFeatures,answer
499,a2,Traveler,KNN,a4,56,0,all_group,minFeatures,answer
500,a2,Traveler,XGB,a4,56,0,all_group,minFeatures,answer
501,a2,Traveler,Stack,a2,56,1,all_group,minFeatures,answer
502,a2,Traveler,Vote_soft,a2,56,1,all_group,minFeatures,answer
503,a2,Traveler,Bag_KNN,a2,56,1,all_group,minFeatures,answer
504,a2,Traveler,LR,a2,57,1,all_group,minFeatures,answer
505,a2,Traveler,RF,a2,57,1,all_group,minFeatures,answer
506,a2,Traveler,LDA,a2,57,1,all_group,minFeatures,answer
507,a2,Traveler,SVM,a2,57,1,all_group,minFeatures,answer
508,a2,Traveler,KNN,a2,57,1,all_group,minFeatures,answer
509,a2,Traveler,XGB,a2,57,1,all_group,minFeatures,answer
510,a2,Traveler,Stack,a2,57,1,all_group,minFeatures,answer
511,a2,Traveler,Vote_soft,a2,57,1,all_group,minFeatures,answer
512,a2,Traveler,Bag_KNN,a2,57,1,all_group,minFeatures,answer
513,a2,Traveler,LR,a4,58,0,all_group,minFeatures,answer
514,a2,Traveler,RF,a4,58,0,all_group,minFeatures,answer
515,a2,Traveler,LDA,a4,58,0,all_group,minFeatures,answer
516,a2,Traveler,SVM,a4,58,0,all_group,minFeatures,answer
517,a2,Traveler,KNN,a2,58,1,all_group,minFeatures,answer
518,a2,Traveler,XGB,a2,58,1,all_group,minFeatures,answer
519,a2,Traveler,Stack,a4,58,0,all_group,minFeatures,answer
520,a2,Traveler,Vote_soft,a4,58,0,all_group,minFeatures,answer
521,a2,Traveler,Bag_KNN,a4,58,0,all_group,minFeatures,answer
0,10 miles,ThreeRobots,LR,10 miles,1,1,all_group,minFeatures,solver
1,10 miles,ThreeRobots,RF,10 miles,1,1,all_group,minFeatures,solver
2,10 miles,ThreeRobots,LDA,10 miles,1,1,all_group,minFeatures,solver
3,10 miles,ThreeRobots,SVM,10 miles,1,1,all_group,minFeatures,solver
4,10 miles,ThreeRobots,KNN,10 miles,1,1,all_group,minFeatures,solver
5,10 miles,ThreeRobots,XGB,10 miles,1,1,all_group,minFeatures,solver
6,10 miles,ThreeRobots,Stack,10 miles,1,1,all_group,minFeatures,solver
7,10 miles,ThreeRobots,Vote_soft,10 miles,1,1,all_group,minFeatures,solver
8,10 miles,ThreeRobots,Bag_KNN,10 miles,1,1,all_group,minFeatures,solver
9,10 miles,ThreeRobots,LR,3 miles,2,0,all_group,minFeatures,solver
10,10 miles,ThreeRobots,RF,3 miles,2,0,all_group,minFeatures,solver
11,10 miles,ThreeRobots,LDA,3 miles,2,0,all_group,minFeatures,solver
12,10 miles,ThreeRobots,SVM,3 miles,2,0,all_group,minFeatures,solver
13,10 miles,ThreeRobots,KNN,3 miles,2,0,all_group,minFeatures,solver
14,10 miles,ThreeRobots,XGB,3 miles,2,0,all_group,minFeatures,solver
15,10 miles,ThreeRobots,Stack,3 miles,2,0,all_group,minFeatures,solver
16,10 miles,ThreeRobots,Vote_soft,3 miles,2,0,all_group,minFeatures,solver
17,10 miles,ThreeRobots,Bag_KNN,3 miles,2,0,all_group,minFeatures,solver
18,10 miles,ThreeRobots,LR,10 miles,3,1,all_group,minFeatures,solver
19,10 miles,ThreeRobots,RF,10 miles,3,1,all_group,minFeatures,solver
20,10 miles,ThreeRobots,LDA,10 miles,3,1,all_group,minFeatures,solver
21,10 miles,ThreeRobots,SVM,10 miles,3,1,all_group,minFeatures,solver
22,10 miles,ThreeRobots,KNN,10 miles,3,1,all_group,minFeatures,solver
23,10 miles,ThreeRobots,XGB,10 miles,3,1,all_group,minFeatures,solver
24,10 miles,ThreeRobots,Stack,10 miles,3,1,all_group,minFeatures,solver
25,10 miles,ThreeRobots,Vote_soft,10 miles,3,1,all_group,minFeatures,solver
26,10 miles,ThreeRobots,Bag_KNN,10 miles,3,1,all_group,minFeatures,solver
27,1 hour,CR_Conf,LR,Infinity,4,0,all_group,minFeatures,solver
28,1 hour,CR_Conf,RF,Infinity,4,0,all_group,minFeatures,solver
29,1 hour,CR_Conf,LDA,Infinity,4,0,all_group,minFeatures,solver
30,1 hour,CR_Conf,SVM,Infinity,4,0,all_group,minFeatures,solver
31,1 hour,CR_Conf,KNN,1 minute,4,0,all_group,minFeatures,solver
32,1 hour,CR_Conf,XGB,1000 hours,4,0,all_group,minFeatures,solver
33,1 hour,CR_Conf,Stack,1 minute,4,0,all_group,minFeatures,solver
34,1 hour,CR_Conf,Vote_soft,Infinity,4,0,all_group,minFeatures,solver
35,1 hour,CR_Conf,Bag_KNN,1000 hours,4,0,all_group,minFeatures,solver
36,1 hour,CR_Conf,LR,Infinity,5,0,all_group,minFeatures,solver
37,1 hour,CR_Conf,RF,There is no way to know without additional information,5,0,all_group,minFeatures,solver
38,1 hour,CR_Conf,LDA,Infinity,5,0,all_group,minFeatures,solver
39,1 hour,CR_Conf,SVM,There is no way to know without additional information,5,0,all_group,minFeatures,solver
40,1 hour,CR_Conf,KNN,Infinity,5,0,all_group,minFeatures,solver
41,1 hour,CR_Conf,XGB,Infinity,5,0,all_group,minFeatures,solver
42,1 hour,CR_Conf,Stack,1000 seconds,5,0,all_group,minFeatures,solver
43,1 hour,CR_Conf,Vote_soft,Infinity,5,0,all_group,minFeatures,solver
44,1 hour,CR_Conf,Bag_KNN,Infinity,5,0,all_group,minFeatures,solver
45,1 hour,CR_Conf,LR,1 hour,6,1,all_group,minFeatures,solver
46,1 hour,CR_Conf,RF,There is no way to know without additional information,6,0,all_group,minFeatures,solver
47,1 hour,CR_Conf,LDA,1 hour,6,1,all_group,minFeatures,solver
48,1 hour,CR_Conf,SVM,1 hour,6,1,all_group,minFeatures,solver
49,1 hour,CR_Conf,KNN,Infinity,6,0,all_group,minFeatures,solver
50,1 hour,CR_Conf,XGB,1 hour,6,1,all_group,minFeatures,solver
51,1 hour,CR_Conf,Stack,1 hour,6,1,all_group,minFeatures,solver
52,1 hour,CR_Conf,Vote_soft,1 hour,6,1,all_group,minFeatures,solver
53,1 hour,CR_Conf,Bag_KNN,1 minute,6,0,all_group,minFeatures,solver
54,1 hour,CR_Conf,LR,There is no way to know without additional information,7,0,all_group,minFeatures,solver
55,1 hour,CR_Conf,RF,There is no way to know without additional information,7,0,all_group,minFeatures,solver
56,1 hour,CR_Conf,LDA,There is no way to know without additional information,7,0,all_group,minFeatures,solver
57,1 hour,CR_Conf,SVM,1000 hours,7,0,all_group,minFeatures,solver
58,1 hour,CR_Conf,KNN,1000 hours,7,0,all_group,minFeatures,solver
59,1 hour,CR_Conf,XGB,1000 hours,7,0,all_group,minFeatures,solver
60,1 hour,CR_Conf,Stack,Infinity,7,0,all_group,minFeatures,solver
61,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,7,0,all_group,minFeatures,solver
62,1 hour,CR_Conf,Bag_KNN,1000 hours,7,0,all_group,minFeatures,solver
63,1 hour,CR_Conf,LR,There is no way to know without additional information,8,0,all_group,minFeatures,solver
64,1 hour,CR_Conf,RF,There is no way to know without additional information,8,0,all_group,minFeatures,solver
65,1 hour,CR_Conf,LDA,There is no way to know without additional information,8,0,all_group,minFeatures,solver
66,1 hour,CR_Conf,SVM,There is no way to know without additional information,8,0,all_group,minFeatures,solver
67,1 hour,CR_Conf,KNN,Infinity,8,0,all_group,minFeatures,solver
68,1 hour,CR_Conf,XGB,1000 hours,8,0,all_group,minFeatures,solver
69,1 hour,CR_Conf,Stack,1000 hours,8,0,all_group,minFeatures,solver
70,1 hour,CR_Conf,Vote_soft,1000 hours,8,0,all_group,minFeatures,solver
71,1 hour,CR_Conf,Bag_KNN,1000 hours,8,0,all_group,minFeatures,solver
72,1 hour,CR_Conf,LR,There is no way to know without additional information,9,0,all_group,minFeatures,solver
73,1 hour,CR_Conf,RF,There is no way to know without additional information,9,0,all_group,minFeatures,solver
74,1 hour,CR_Conf,LDA,There is no way to know without additional information,9,0,all_group,minFeatures,solver
75,1 hour,CR_Conf,SVM,There is no way to know without additional information,9,0,all_group,minFeatures,solver
76,1 hour,CR_Conf,KNN,There is no way to know without additional information,9,0,all_group,minFeatures,solver
77,1 hour,CR_Conf,XGB,There is no way to know without additional information,9,0,all_group,minFeatures,solver
78,1 hour,CR_Conf,Stack,There is no way to know without additional information,9,0,all_group,minFeatures,solver
79,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,9,0,all_group,minFeatures,solver
80,1 hour,CR_Conf,Bag_KNN,1000 hours,9,0,all_group,minFeatures,solver
81,1 hour,CR_Conf,LR,1000 hours,10,0,all_group,minFeatures,solver
82,1 hour,CR_Conf,RF,Infinity,10,0,all_group,minFeatures,solver
83,1 hour,CR_Conf,LDA,1000 hours,10,0,all_group,minFeatures,solver
84,1 hour,CR_Conf,SVM,Infinity,10,0,all_group,minFeatures,solver
85,1 hour,CR_Conf,KNN,There is no way to know without additional information,10,0,all_group,minFeatures,solver
86,1 hour,CR_Conf,XGB,There is no way to know without additional information,10,0,all_group,minFeatures,solver
87,1 hour,CR_Conf,Stack,There is no way to know without additional information,10,0,all_group,minFeatures,solver
88,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,10,0,all_group,minFeatures,solver
89,1 hour,CR_Conf,Bag_KNN,Infinity,10,0,all_group,minFeatures,solver
90,1 hour,CR_Conf,LR,Infinity,11,0,all_group,minFeatures,solver
91,1 hour,CR_Conf,RF,Infinity,11,0,all_group,minFeatures,solver
92,1 hour,CR_Conf,LDA,Infinity,11,0,all_group,minFeatures,solver
93,1 hour,CR_Conf,SVM,Infinity,11,0,all_group,minFeatures,solver
94,1 hour,CR_Conf,KNN,Infinity,11,0,all_group,minFeatures,solver
95,1 hour,CR_Conf,XGB,Infinity,11,0,all_group,minFeatures,solver
96,1 hour,CR_Conf,Stack,Infinity,11,0,all_group,minFeatures,solver
97,1 hour,CR_Conf,Vote_soft,Infinity,11,0,all_group,minFeatures,solver
98,1 hour,CR_Conf,Bag_KNN,Infinity,11,0,all_group,minFeatures,solver
99,1 hour,CR_Conf,LR,1 hour,12,1,all_group,minFeatures,solver
100,1 hour,CR_Conf,RF,1 hour,12,1,all_group,minFeatures,solver
101,1 hour,CR_Conf,LDA,1 hour,12,1,all_group,minFeatures,solver
102,1 hour,CR_Conf,SVM,1 hour,12,1,all_group,minFeatures,solver
103,1 hour,CR_Conf,KNN,1 hour,12,1,all_group,minFeatures,solver
104,1 hour,CR_Conf,XGB,1 hour,12,1,all_group,minFeatures,solver
105,1 hour,CR_Conf,Stack,1 hour,12,1,all_group,minFeatures,solver
106,1 hour,CR_Conf,Vote_soft,1 hour,12,1,all_group,minFeatures,solver
107,1 hour,CR_Conf,Bag_KNN,1 hour,12,1,all_group,minFeatures,solver
108,1 hour,CR_Conf,LR,There is no way to know without additional information,13,0,all_group,minFeatures,solver
109,1 hour,CR_Conf,RF,1000 minutes,13,0,all_group,minFeatures,solver
110,1 hour,CR_Conf,LDA,There is no way to know without additional information,13,0,all_group,minFeatures,solver
111,1 hour,CR_Conf,SVM,There is no way to know without additional information,13,0,all_group,minFeatures,solver
112,1 hour,CR_Conf,KNN,There is no way to know without additional information,13,0,all_group,minFeatures,solver
113,1 hour,CR_Conf,XGB,There is no way to know without additional information,13,0,all_group,minFeatures,solver
114,1 hour,CR_Conf,Stack,There is no way to know without additional information,13,0,all_group,minFeatures,solver
115,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,13,0,all_group,minFeatures,solver
116,1 hour,CR_Conf,Bag_KNN,There is no way to know without additional information,13,0,all_group,minFeatures,solver
117,1 hour,CR_Conf,LR,1 hour,14,1,all_group,minFeatures,solver
118,1 hour,CR_Conf,RF,1 hour,14,1,all_group,minFeatures,solver
119,1 hour,CR_Conf,LDA,1 hour,14,1,all_group,minFeatures,solver
120,1 hour,CR_Conf,SVM,1 hour,14,1,all_group,minFeatures,solver
121,1 hour,CR_Conf,KNN,1 hour,14,1,all_group,minFeatures,solver
122,1 hour,CR_Conf,XGB,1 hour,14,1,all_group,minFeatures,solver
123,1 hour,CR_Conf,Stack,1 hour,14,1,all_group,minFeatures,solver
124,1 hour,CR_Conf,Vote_soft,1 hour,14,1,all_group,minFeatures,solver
125,1 hour,CR_Conf,Bag_KNN,1 hour,14,1,all_group,minFeatures,solver
126,1 hour,CR_Conf,LR,There is no way to know without additional information,15,0,all_group,minFeatures,solver
127,1 hour,CR_Conf,RF,There is no way to know without additional information,15,0,all_group,minFeatures,solver
128,1 hour,CR_Conf,LDA,There is no way to know without additional information,15,0,all_group,minFeatures,solver
129,1 hour,CR_Conf,SVM,There is no way to know without additional information,15,0,all_group,minFeatures,solver
130,1 hour,CR_Conf,KNN,There is no way to know without additional information,15,0,all_group,minFeatures,solver
131,1 hour,CR_Conf,XGB,There is no way to know without additional information,15,0,all_group,minFeatures,solver
132,1 hour,CR_Conf,Stack,There is no way to know without additional information,15,0,all_group,minFeatures,solver
133,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,15,0,all_group,minFeatures,solver
134,1 hour,CR_Conf,Bag_KNN,There is no way to know without additional information,15,0,all_group,minFeatures,solver
135,1 hour,CR_Conf,LR,There is no way to know without additional information,16,0,all_group,minFeatures,solver
136,1 hour,CR_Conf,RF,There is no way to know without additional information,16,0,all_group,minFeatures,solver
137,1 hour,CR_Conf,LDA,There is no way to know without additional information,16,0,all_group,minFeatures,solver
138,1 hour,CR_Conf,SVM,There is no way to know without additional information,16,0,all_group,minFeatures,solver
139,1 hour,CR_Conf,KNN,1 hour,16,1,all_group,minFeatures,solver
140,1 hour,CR_Conf,XGB,There is no way to know without additional information,16,0,all_group,minFeatures,solver
141,1 hour,CR_Conf,Stack,1000 minutes,16,0,all_group,minFeatures,solver
142,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,16,0,all_group,minFeatures,solver
143,1 hour,CR_Conf,Bag_KNN,Infinity,16,0,all_group,minFeatures,solver
144,1 hour,CR_Conf,LR,1 hour,17,1,all_group,minFeatures,solver
145,1 hour,CR_Conf,RF,1 hour,17,1,all_group,minFeatures,solver
146,1 hour,CR_Conf,LDA,1 hour,17,1,all_group,minFeatures,solver
147,1 hour,CR_Conf,SVM,1 hour,17,1,all_group,minFeatures,solver
148,1 hour,CR_Conf,KNN,1 hour,17,1,all_group,minFeatures,solver
149,1 hour,CR_Conf,XGB,1 hour,17,1,all_group,minFeatures,solver
150,1 hour,CR_Conf,Stack,1 hour,17,1,all_group,minFeatures,solver
151,1 hour,CR_Conf,Vote_soft,1 hour,17,1,all_group,minFeatures,solver
152,1 hour,CR_Conf,Bag_KNN,1 hour,17,1,all_group,minFeatures,solver
153,1 hour,CR_Conf,LR,Infinity,18,0,all_group,minFeatures,solver
154,1 hour,CR_Conf,RF,There is no way to know without additional information,18,0,all_group,minFeatures,solver
155,1 hour,CR_Conf,LDA,Infinity,18,0,all_group,minFeatures,solver
156,1 hour,CR_Conf,SVM,Infinity,18,0,all_group,minFeatures,solver
157,1 hour,CR_Conf,KNN,Infinity,18,0,all_group,minFeatures,solver
158,1 hour,CR_Conf,XGB,1000 hours,18,0,all_group,minFeatures,solver
159,1 hour,CR_Conf,Stack,There is no way to know without additional information,18,0,all_group,minFeatures,solver
160,1 hour,CR_Conf,Vote_soft,1000 hours,18,0,all_group,minFeatures,solver
161,1 hour,CR_Conf,Bag_KNN,There is no way to know without additional information,18,0,all_group,minFeatures,solver
162,1 hour,CR_Conf,LR,1 hour,19,1,all_group,minFeatures,solver
163,1 hour,CR_Conf,RF,There is no way to know without additional information,19,0,all_group,minFeatures,solver
164,1 hour,CR_Conf,LDA,1 hour,19,1,all_group,minFeatures,solver
165,1 hour,CR_Conf,SVM,1 hour,19,1,all_group,minFeatures,solver
166,1 hour,CR_Conf,KNN,There is no way to know without additional information,19,0,all_group,minFeatures,solver
167,1 hour,CR_Conf,XGB,There is no way to know without additional information,19,0,all_group,minFeatures,solver
168,1 hour,CR_Conf,Stack,1 hour,19,1,all_group,minFeatures,solver
169,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,19,0,all_group,minFeatures,solver
170,1 hour,CR_Conf,Bag_KNN,1 hour,19,1,all_group,minFeatures,solver
171,1 hour,CR_Conf,LR,There is no way to know without additional information,20,0,all_group,minFeatures,solver
172,1 hour,CR_Conf,RF,There is no way to know without additional information,20,0,all_group,minFeatures,solver
173,1 hour,CR_Conf,LDA,There is no way to know without additional information,20,0,all_group,minFeatures,solver
174,1 hour,CR_Conf,SVM,There is no way to know without additional information,20,0,all_group,minFeatures,solver
175,1 hour,CR_Conf,KNN,There is no way to know without additional information,20,0,all_group,minFeatures,solver
176,1 hour,CR_Conf,XGB,1 hour,20,1,all_group,minFeatures,solver
177,1 hour,CR_Conf,Stack,There is no way to know without additional information,20,0,all_group,minFeatures,solver
178,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,20,0,all_group,minFeatures,solver
179,1 hour,CR_Conf,Bag_KNN,There is no way to know without additional information,20,0,all_group,minFeatures,solver
180,1 hour,CR_Conf,LR,1000 minutes,21,0,all_group,minFeatures,solver
181,1 hour,CR_Conf,RF,Infinity,21,0,all_group,minFeatures,solver
182,1 hour,CR_Conf,LDA,Infinity,21,0,all_group,minFeatures,solver
183,1 hour,CR_Conf,SVM,1000 minutes,21,0,all_group,minFeatures,solver
184,1 hour,CR_Conf,KNN,1 hour,21,1,all_group,minFeatures,solver
185,1 hour,CR_Conf,XGB,Infinity,21,0,all_group,minFeatures,solver
186,1 hour,CR_Conf,Stack,1000 minutes,21,0,all_group,minFeatures,solver
187,1 hour,CR_Conf,Vote_soft,Infinity,21,0,all_group,minFeatures,solver
188,1 hour,CR_Conf,Bag_KNN,1 hour,21,1,all_group,minFeatures,solver
189,1 hour,CR_Conf,LR,1 hour,22,1,all_group,minFeatures,solver
190,1 hour,CR_Conf,RF,There is no way to know without additional information,22,0,all_group,minFeatures,solver
191,1 hour,CR_Conf,LDA,1 hour,22,1,all_group,minFeatures,solver
192,1 hour,CR_Conf,SVM,1 hour,22,1,all_group,minFeatures,solver
193,1 hour,CR_Conf,KNN,1 hour,22,1,all_group,minFeatures,solver
194,1 hour,CR_Conf,XGB,Infinity,22,0,all_group,minFeatures,solver
195,1 hour,CR_Conf,Stack,There is no way to know without additional information,22,0,all_group,minFeatures,solver
196,1 hour,CR_Conf,Vote_soft,1 hour,22,1,all_group,minFeatures,solver
197,1 hour,CR_Conf,Bag_KNN,1 hour,22,1,all_group,minFeatures,solver
198,1 hour,CR_Conf,LR,There is no way to know without additional information,23,0,all_group,minFeatures,solver
199,1 hour,CR_Conf,RF,There is no way to know without additional information,23,0,all_group,minFeatures,solver
200,1 hour,CR_Conf,LDA,There is no way to know without additional information,23,0,all_group,minFeatures,solver
201,1 hour,CR_Conf,SVM,There is no way to know without additional information,23,0,all_group,minFeatures,solver
202,1 hour,CR_Conf,KNN,There is no way to know without additional information,23,0,all_group,minFeatures,solver
203,1 hour,CR_Conf,XGB,There is no way to know without additional information,23,0,all_group,minFeatures,solver
204,1 hour,CR_Conf,Stack,There is no way to know without additional information,23,0,all_group,minFeatures,solver
205,1 hour,CR_Conf,Vote_soft,There is no way to know without additional information,23,0,all_group,minFeatures,solver
206,1 hour,CR_Conf,Bag_KNN,There is no way to know without additional information,23,0,all_group,minFeatures,solver
207,1 hour,CR_Conf,LR,Infinity,24,0,all_group,minFeatures,solver
208,1 hour,CR_Conf,RF,Infinity,24,0,all_group,minFeatures,solver
209,1 hour,CR_Conf,LDA,Infinity,24,0,all_group,minFeatures,solver
210,1 hour,CR_Conf,SVM,Infinity,24,0,all_group,minFeatures,solver
211,1 hour,CR_Conf,KNN,1000 hours,24,0,all_group,minFeatures,solver
212,1 hour,CR_Conf,XGB,Infinity,24,0,all_group,minFeatures,solver
213,1 hour,CR_Conf,Stack,Infinity,24,0,all_group,minFeatures,solver
214,1 hour,CR_Conf,Vote_soft,Infinity,24,0,all_group,minFeatures,solver
215,1 hour,CR_Conf,Bag_KNN,Infinity,24,0,all_group,minFeatures,solver
216,1 hour,CR_Conf,LR,1 hour,25,1,all_group,minFeatures,solver
217,1 hour,CR_Conf,RF,1 hour,25,1,all_group,minFeatures,solver
218,1 hour,CR_Conf,LDA,1 hour,25,1,all_group,minFeatures,solver
219,1 hour,CR_Conf,SVM,1 hour,25,1,all_group,minFeatures,solver
220,1 hour,CR_Conf,KNN,1000 hours,25,0,all_group,minFeatures,solver
221,1 hour,CR_Conf,XGB,1 hour,25,1,all_group,minFeatures,solver
